epoch,epoch_index_zero_based,timestamp,img_size,batch_size,max_train_samples,max_val_samples,train_dataset_size,val_dataset_size,device,lr_before_scheduler,lr_after_scheduler,epoch_elapsed_sec,checkpoint_path,phase,loss,silog_loss,l1_loss,gradient_loss,abs_rel,rmse,si_rmse,avg_grad_norm,valid_pixel_fraction,n_batches,n_samples,skipped_batches,elapsed_sec,samples_per_sec
75,74,2026-05-06 20:32:06,320,12,19600,3000,19600,3000,cuda,0.0009999242632821755,0.0009999257258655131,242.59081435203552,/content/model_checkpoint.pt,val,0.3183480516076088,0.31199985402822494,0.024318804055452347,0.05400752564892173,3.693988233566284,0.058561690460890534,0.5514253863096237,nan,0.5351132389322917,250,3000,0,26.668514490127563,112.49220503491382
76,75,2026-05-06 20:36:09,320,12,19600,3000,19600,3000,cuda,0.0009999257258655131,0.0009999265329314088,242.1405806541443,/content/model_checkpoint.pt,train,0.2659762834028923,0.25989632303923405,0.021921940005670507,0.05583338270555484,3.196896380098534,0.05512757492200397,0.5057871754451072,0.16044035007449886,0.5361123963647959,1634,19600,0,215.33370161056519,91.02151615564082
76,75,2026-05-06 20:36:09,320,12,19600,3000,19600,3000,cuda,0.0009999257258655131,0.0009999265329314088,242.1405806541443,/content/model_checkpoint.pt,val,0.3148710824847221,0.3084631457924843,0.02484776287712157,0.053615428984165193,3.6359719529151917,0.05918620681203902,0.5484212230443954,nan,0.5351132389322917,250,3000,0,26.805171489715576,111.91870199938916
77,76,2026-05-06 20:40:12,320,12,19600,3000,19600,3000,cuda,0.0009999265329314088,0.0009999260683834163,242.39095330238342,/content/model_checkpoint.pt,train,0.26468898876224767,0.2586770742912771,0.021506864673570894,0.055717686455949884,3.195717303631793,0.05481312449564393,0.5047073427729099,0.15321745677432785,0.5361123963647959,1634,19600,0,215.62923502922058,90.89676544715257
77,76,2026-05-06 20:40:12,320,12,19600,3000,19600,3000,cuda,0.0009999265329314088,0.0009999260683834163,242.39095330238342,/content/model_checkpoint.pt,val,0.31708001655340196,0.31065089970827103,0.024916327126324175,0.053833376057446,3.7329125938415526,0.059610868444666266,0.550152426123619,nan,0.5351132389322917,250,3000,0,26.76017737388611,112.10688023792947
78,77,2026-05-06 20:44:14,320,12,19600,3000,19600,3000,cuda,0.0009999260683834163,0.0009999271312532783,242.08110857009888,/content/model_checkpoint.pt,train,0.26336071947578116,0.25737177337562,0.021348963600624413,0.055732031078664916,3.2011786179122317,0.05447907893943533,0.5033450238634644,0.14831341423021316,0.5361123963647959,1634,19600,0,215.53085112571716,90.9382573196795
78,77,2026-05-06 20:44:14,320,12,19600,3000,19600,3000,cuda,0.0009999260683834163,0.0009999271312532783,242.08110857009888,/content/model_checkpoint.pt,val,0.31284118443727493,0.30659219443798064,0.023734663898125292,0.05377578806877136,3.787581326007843,0.05830627176165581,0.5461834087371826,nan,0.5351132389322917,250,3000,0,26.548603296279907,113.0002948373699
79,78,2026-05-06 20:48:17,320,12,19600,3000,19600,3000,cuda,0.0009999271312532783,0.0009999273170664832,242.4749629497528,/content/model_checkpoint.pt,train,0.2639105431461932,0.2579076965333782,0.021465049967092246,0.055661777280056744,3.2007021030714347,0.05441115097789096,0.5036769881570937,0.15274863926787272,0.5361123963647959,1634,19600,0,215.88114666938782,90.79069804097581
79,78,2026-05-06 20:48:17,320,12,19600,3000,19600,3000,cuda,0.0009999271312532783,0.0009999273170664832,242.4749629497528,/content/model_checkpoint.pt,val,0.312405571103096,0.3060248699188232,0.024546857085078956,0.05397343986853957,3.805096694469452,0.05817859036289155,0.5454865711927414,nan,0.5351132389322917,250,3000,0,26.59213948249817,112.815292728683
80,79,2026-05-06 20:52:20,320,12,19600,3000,19600,3000,cuda,0.0009999273170664832,0.0009999269728883503,242.53764367103577,/content/model_checkpoint.pt,train,0.262103158834697,0.25614875400008014,0.02114996005341552,0.05563820611128089,3.199483932049505,0.05407772273380387,0.5022606533225922,0.14903664760145666,0.5361123963647959,1634,19600,0,215.8942129611969,90.78520323063383
80,79,2026-05-06 20:52:20,320,12,19600,3000,19600,3000,cuda,0.0009999273170664832,0.0009999269728883503,242.53764367103577,/content/model_checkpoint.pt,val,0.3133214762210846,0.30697340035438536,0.024484173575416206,0.05350899720191955,3.5332810859680177,0.058604984033852815,0.5467766087055206,nan,0.5351132389322917,250,3000,0,26.641306161880493,112.60709147558714
81,80,2026-05-06 20:56:23,320,12,19600,3000,19600,3000,cuda,0.0009999269728883503,0.0009999275340200758,242.3427333831787,/content/model_checkpoint.pt,train,0.26102176491932594,0.2551125115378688,0.02083323824942121,0.055685359115439904,3.1341979313217734,0.05357482795993429,0.5011551654834934,0.139893429162325,0.5361123963647959,1634,19600,0,215.62776803970337,90.89738384896266
81,80,2026-05-06 20:56:23,320,12,19600,3000,19600,3000,cuda,0.0009999269728883503,0.0009999275340200758,242.3427333831787,/content/model_checkpoint.pt,val,0.3103972165584564,0.30402688455581667,0.024547086872160433,0.05376536876708269,3.636627438545227,0.05841827478073537,0.5446718227863312,nan,0.5351132389322917,250,3000,0,26.713043212890625,112.30468861564684
82,81,2026-05-06 21:00:26,320,12,19600,3000,19600,3000,cuda,0.0009999275340200758,0.0009999265440249123,242.26884579658508,/content/model_checkpoint.pt,train,0.2618615803841132,0.2558917305871133,0.021235653016011765,0.05569003696178372,3.1892211677978497,0.05439760095144609,0.5017308853612243,0.14495946203143026,0.5361123963647959,1634,19600,0,215.70535898208618,90.86468733318644
82,81,2026-05-06 21:00:26,320,12,19600,3000,19600,3000,cuda,0.0009999275340200758,0.0009999265440249123,242.26884579658508,/content/model_checkpoint.pt,val,0.3152348346710205,0.3089396027326584,0.024080245411023497,0.05366390934959054,3.7327172236442565,0.05774716052226722,0.5483798147439957,nan,0.5351132389322917,250,3000,0,26.56169843673706,112.94458474277187
83,82,2026-05-06 21:04:28,320,12,19600,3000,19600,3000,cuda,0.0009999265440249123,0.0009999274271551806,242.4673867225647,/content/model_checkpoint.pt,train,0.25974456899351417,0.25387819413200585,0.020583225169072027,0.05557781283349264,3.1547083157585476,0.05322187706643449,0.5000480335374503,0.13225761293279717,0.5361123963647959,1634,19600,0,215.7883415222168,90.82974484041833
83,82,2026-05-06 21:04:28,320,12,19600,3000,19600,3000,cuda,0.0009999265440249123,0.0009999274271551806,242.4673867225647,/content/model_checkpoint.pt,val,0.31102993980050087,0.30484570145606993,0.02330228864774108,0.053777901370078325,3.663275671005249,0.057273344948887826,0.5450732958316803,nan,0.5351132389322917,250,3000,0,26.67745089530945,112.45452242693375
84,83,2026-05-06 21:08:31,320,12,19600,3000,19600,3000,cuda,0.0009999274271551806,0.0009999273292714066,242.45734524726868,/content/model_checkpoint.pt,train,0.26091556786816006,0.25499212636978275,0.02092878975990403,0.05568245720093206,3.1612969849217625,0.05417635864800474,0.5008856353955287,0.14314050539744383,0.5361123963647959,1634,19600,0,215.37354063987732,91.00467932025526
84,83,2026-05-06 21:08:31,320,12,19600,3000,19600,3000,cuda,0.0009999274271551806,0.0009999273292714066,242.45734524726868,/content/model_checkpoint.pt,val,0.311615843296051,0.30507110810279847,0.025746687445789576,0.053654638826847074,3.59143541097641,0.06065990775451064,0.5454407690763473,nan,0.5351132389322917,250,3000,0,27.082287311553955,110.77350910165286
85,84,2026-05-06 21:12:34,320,12,19600,3000,19600,3000,cuda,0.0009999273292714066,0.000999927191286718,242.06082940101624,/content/model_checkpoint.pt,train,0.26015567503222053,0.25424926807349285,0.0208247747013489,0.055653811555248636,3.1429832725075495,0.05378653925890274,0.5002514616001484,0.1379613312259955,0.5361123963647959,1634,19600,0,215.39039087295532,90.99755992160651
85,84,2026-05-06 21:12:34,320,12,19600,3000,19600,3000,cuda,0.0009999273292714066,0.000999927191286718,242.06082940101624,/content/model_checkpoint.pt,val,0.3125623848438263,0.3063523045778275,0.023403809873387218,0.05399016637727618,3.7778155155181885,0.056603695878759026,0.5459583683013916,nan,0.5351132389322917,250,3000,0,26.66891360282898,112.49052153672156
86,85,2026-05-06 21:16:36,320,12,19600,3000,19600,3000,cuda,0.000999927191286718,0.000999928401191688,242.05531358718872,/content/model_checkpoint.pt,train,0.2591675557606515,0.25329751652212884,0.020584303640755922,0.055647865185717,3.137781793878595,0.053405800716315406,0.49920058947152285,0.1339308560314056,0.5361123963647959,1634,19600,0,215.5535056591034,90.92869976792345
86,85,2026-05-06 21:16:36,320,12,19600,3000,19600,3000,cuda,0.000999927191286718,0.000999928401191688,242.05531358718872,/content/model_checkpoint.pt,val,0.3069569838345051,0.30062856075167654,0.024299396535381674,0.0536702785231173,3.6901261892318726,0.05818327547237277,0.5414029996395111,nan,0.5351132389322917,250,3000,0,26.500232696533203,113.20655310292668
87,86,2026-05-06 21:20:39,320,12,19600,3000,19600,3000,cuda,0.000999928401191688,0.0009999275089987356,242.47626852989197,/content/model_checkpoint.pt,train,0.2600565485410037,0.25415817511836786,0.020791206184279907,0.05559384407312581,3.1744362915452284,0.0538144279274214,0.5001054907005595,0.14187695638412287,0.5361123963647959,1634,19600,0,215.82110714912415,90.81595520894602
87,86,2026-05-06 21:20:39,320,12,19600,3000,19600,3000,cuda,0.000999928401191688,0.0009999275089987356,242.47626852989197,/content/model_checkpoint.pt,val,0.3118892088830471,0.3055187332928181,0.02457170324213803,0.05369442328810692,3.8218102712631223,0.058700643073767426,0.5447658501863479,nan,0.5351132389322917,250,3000,0,26.653558492660522,112.5553273055865
88,87,2026-05-06 21:24:42,320,12,19600,3000,19600,3000,cuda,0.0009999275089987356,0.0009999261841998673,242.4833550453186,/content/model_checkpoint.pt,train,0.2577741745918661,0.25194823368015895,0.02030206869844794,0.05561261212668693,3.1587104399026242,0.052654499056973614,0.4980018433990502,0.12869938302698525,0.5361123963647959,1634,19600,0,215.73440718650818,90.85245258562429
88,87,2026-05-06 21:24:42,320,12,19600,3000,19600,3000,cuda,0.0009999275089987356,0.0009999261841998673,242.4833550453186,/content/model_checkpoint.pt,val,0.3179178927540779,0.3113516257405281,0.02580010454542935,0.053925039261579516,3.5745350120067596,0.060115857008844614,0.5497213300466538,nan,0.5351132389322917,250,3000,0,26.747079133987427,112.16177979553325
89,88,2026-05-06 21:28:45,320,12,19600,3000,19600,3000,cuda,0.0009999261841998673,0.000999927837626816,242.0035903453827,/content/model_checkpoint.pt,train,0.25724866459627194,0.25141473507538276,0.02033220076645101,0.05568198314947709,3.147249892299295,0.053092695843608484,0.4976197643298998,0.12711555292804794,0.5361123963647959,1634,19600,0,215.52290987968445,90.94160806821739
89,88,2026-05-06 21:28:45,320,12,19600,3000,19600,3000,cuda,0.0009999261841998673,0.000999927837626816,242.0035903453827,/content/model_checkpoint.pt,val,0.3089923765063286,0.30293214178085326,0.022597476789727806,0.05341227670758963,3.7355558934211732,0.056596231713891026,0.5435296065807342,nan,0.5351132389322917,250,3000,0,26.47894287109375,113.29757440109167
90,89,2026-05-06 21:32:47,320,12,19600,3000,19600,3000,cuda,0.000999927837626816,0.0009999285800747406,242.16322898864746,/content/model_checkpoint.pt,train,0.256765396916735,0.2509726333720302,0.020097625946838095,0.05556239215275238,3.124462862238014,0.05294361139158633,0.49711426404946585,0.12607395363517898,0.5361123963647959,1634,19600,0,215.5697717666626,90.921838620377
90,89,2026-05-06 21:32:47,320,12,19600,3000,19600,3000,cuda,0.000999927837626816,0.0009999285800747406,242.16322898864746,/content/model_checkpoint.pt,val,0.306644603073597,0.3005856208205223,0.02251430437900126,0.05363672788068652,3.751318890094757,0.05536792548187077,0.5407262375354767,nan,0.5351132389322917,250,3000,0,26.591688632965088,112.81720545873762
91,90,2026-05-06 21:36:50,320,12,19600,3000,19600,3000,cuda,0.0009999285800747406,0.0009999283097136815,242.28482747077942,/content/model_checkpoint.pt,train,0.2562657376863017,0.25046742895351337,0.020131169186393197,0.055572665848505926,3.1459924289398122,0.05258512243969341,0.49655454099689,0.12308145902430778,0.5361123963647959,1634,19600,0,215.7675986289978,90.83847678956317
91,90,2026-05-06 21:36:50,320,12,19600,3000,19600,3000,cuda,0.0009999285800747406,0.0009999283097136815,242.28482747077942,/content/model_checkpoint.pt,val,0.3072652463912964,0.30104288426041603,0.023641831925138832,0.05352174455299973,3.4269884161949156,0.05691821588762105,0.5417487585544586,nan,0.5351132389322917,250,3000,0,26.515634059906006,113.14079811262242
92,91,2026-05-06 21:40:53,320,12,19600,3000,19600,3000,cuda,0.0009999283097136815,0.0009999281464606808,242.49282145500183,/content/model_checkpoint.pt,train,0.25576081641264614,0.2499834141731627,0.019990061191759886,0.055577860849611964,3.1154420412666504,0.052551809656165877,0.4962516839421073,0.1219407954484662,0.5361123963647959,1634,19600,0,215.82912921905518,90.81257970561997
92,91,2026-05-06 21:40:53,320,12,19600,3000,19600,3000,cuda,0.0009999283097136815,0.0009999281464606808,242.49282145500183,/content/model_checkpoint.pt,val,0.3089570090472698,0.3027547897696495,0.023427481606602667,0.053761936981230975,3.7595672459602354,0.05702006846666336,0.5423652573823928,nan,0.5351132389322917,250,3000,0,26.66200590133667,112.51966604094099
93,92,2026-05-06 21:44:56,320,12,19600,3000,19600,3000,cuda,0.0009999281464606808,0.0009999282977982153,242.54973077774048,/content/model_checkpoint.pt,train,0.25520265852916196,0.24944530100980034,0.019857201413473746,0.05557554243149571,3.1575451777060146,0.05258132890892766,0.49559468505140325,0.11594883846335632,0.5361123963647959,1634,19600,0,215.7774956226349,90.83431033177668
93,92,2026-05-06 21:44:56,320,12,19600,3000,19600,3000,cuda,0.0009999281464606808,0.0009999282977982153,242.54973077774048,/content/model_checkpoint.pt,val,0.308047427803278,0.3020677622556686,0.021986732551828026,0.05363311605527997,3.752346326828003,0.05547108613140881,0.5417937791347504,nan,0.5351132389322917,250,3000,0,26.77070903778076,112.06277711084091
94,93,2026-05-06 21:48:58,320,12,19600,3000,19600,3000,cuda,0.0009999282977982153,0.0009999281441201865,242.3651523590088,/content/model_checkpoint.pt,train,0.25578438620581184,0.25002080436472207,0.01990542225106511,0.055555368318807245,3.116508228469508,0.05253562218147117,0.49608752647622273,0.12324378910876875,0.5361123963647959,1634,19600,0,215.78205108642578,90.83239269122407
94,93,2026-05-06 21:48:58,320,12,19600,3000,19600,3000,cuda,0.0009999282977982153,0.0009999281441201865,242.3651523590088,/content/model_checkpoint.pt,val,0.3083214982151985,0.3020828056037426,0.023655502282083036,0.05380735957995057,3.612823028087616,0.056873982936143874,0.5423740907907486,nan,0.5351132389322917,250,3000,0,26.5814311504364,112.86074038006593
95,94,2026-05-06 21:53:01,320,12,19600,3000,19600,3000,cuda,0.0009999281441201865,0.0009999285533748687,242.3608067035675,/content/model_checkpoint.pt,train,0.2546122786765656,0.24886400393019983,0.01979217343924355,0.055588962191902784,3.124375382098603,0.052477336261533156,0.4950463645971828,0.11634713664167587,0.5361123963647959,1634,19600,0,215.61774849891663,90.9016077593375
95,94,2026-05-06 21:53:01,320,12,19600,3000,19600,3000,cuda,0.0009999281441201865,0.0009999285533748687,242.3608067035675,/content/model_checkpoint.pt,val,0.3061508594751358,0.3001191819012165,0.022407611912116408,0.05341068507358432,3.6312434463500978,0.05562193703651428,0.5408273040056228,nan,0.5351132389322917,250,3000,0,26.741599559783936,112.18476266885806
96,95,2026-05-06 21:57:04,320,12,19600,3000,19600,3000,cuda,0.0009999285533748687,0.0009999286651207904,242.08926057815552,/content/model_checkpoint.pt,train,0.2541966605726333,0.2484585690190115,0.019732612034851958,0.05556400019146566,3.1149984500399417,0.05245520790606838,0.4945724645909948,0.11456597284066196,0.5361123963647959,1634,19600,0,215.52987384796143,90.93866966129339
96,95,2026-05-06 21:57:04,320,12,19600,3000,19600,3000,cuda,0.0009999285533748687,0.0009999286651207904,242.08926057815552,/content/model_checkpoint.pt,val,0.30636082899570466,0.3002660955488682,0.022685367645695807,0.05383856641501188,3.7047832298278807,0.056193088758736846,0.5404041885137558,nan,0.5351132389322917,250,3000,0,26.557920694351196,112.96065059182486
97,96,2026-05-06 22:01:06,320,12,19600,3000,19600,3000,cuda,0.0009999286651207904,0.0009999286145820473,241.81473541259766,/content/model_checkpoint.pt,train,0.25330802743554554,0.2475998681882166,0.01954408068234965,0.05553094651082684,3.1001772082421013,0.0520423263669894,0.4936125644162352,0.10978820031985294,0.5361123963647959,1634,19600,0,215.35267210006714,91.01349803959033
97,96,2026-05-06 22:01:06,320,12,19600,3000,19600,3000,cuda,0.0009999286651207904,0.0009999286145820473,241.81473541259766,/content/model_checkpoint.pt,val,0.30672636339068415,0.30071437439322474,0.022277185244485735,0.05340822112187743,3.7373625588417054,0.05565523288398981,0.5405955897569656,nan,0.5351132389322917,250,3000,0,26.46047568321228,113.37664658475265
98,97,2026-05-06 22:05:09,320,12,19600,3000,19600,3000,cuda,0.0009999286145820473,0.0009999296813653217,242.10537910461426,/content/model_checkpoint.pt,train,0.25330797027491003,0.24760333729527134,0.019515455502394308,0.05554629048170702,3.1297338512638353,0.052280812650221324,0.4937461965707116,0.1131684880617053,0.5361123963647959,1634,19600,0,215.6107747554779,90.90454789297135
98,97,2026-05-06 22:05:09,320,12,19600,3000,19600,3000,cuda,0.0009999286145820473,0.0009999296813653217,242.10537910461426,/content/model_checkpoint.pt,val,0.30201088309288027,0.29590277710556984,0.02275372918508947,0.053900930747389796,3.7204423685073853,0.05606341747567058,0.5365409599542618,nan,0.5351132389322917,250,3000,0,26.49295449256897,113.23765346146925
99,98,2026-05-06 22:09:11,320,12,19600,3000,19600,3000,cuda,0.0009999296813653217,0.00099992973119576,242.07266759872437,/content/model_checkpoint.pt,train,0.2527400139386388,0.24702045313257046,0.019608353268904578,0.055566143881725635,3.106581371956969,0.05204415534146477,0.49325855322537837,0.1122454281114361,0.5361123963647959,1634,19600,0,215.40108799934387,90.99304085251279
99,98,2026-05-06 22:09:11,320,12,19600,3000,19600,3000,cuda,0.0009999296813653217,0.00099992973119576,242.07266759872437,/content/model_checkpoint.pt,val,0.30076777446269987,0.2946183233261108,0.023148046100512146,0.05354489305615425,3.516931911945343,0.05676031856611371,0.5363508151769638,nan,0.5351132389322917,250,3000,0,26.670055627822876,112.48570463686337
100,99,2026-05-06 22:13:14,320,12,19600,3000,19600,3000,cuda,0.00099992973119576,0.0009999292647331634,242.26200222969055,/content/model_checkpoint.pt,train,0.25240836285209717,0.24671733476941998,0.019438870841092366,0.055503943361082046,3.0923492832604063,0.05194704900062535,0.49281466807919294,0.1093765009899089,0.5361123963647959,1634,19600,0,215.6192877292633,90.90095884469402
100,99,2026-05-06 22:13:14,320,12,19600,3000,19600,3000,cuda,0.00099992973119576,0.0009999292647331634,242.26200222969055,/content/model_checkpoint.pt,val,0.3037686120867729,0.29764815166592595,0.0229905297011137,0.05343760186433792,3.5129765763282776,0.05630977687612176,0.5381281309127808,nan,0.5351132389322917,250,3000,0,26.64103674888611,112.60823023809061
